Subscriber_ID,Subscriber_name,Subscriber_phone,Subscriber_email,Subscriber_address,Subscriber_type,Subscriber_registration_date,Subscriber_network_name,Subscriber_network_ID,Subscriber_expiry_date,Associated_NID_NUM,Subscriber_user_gender,Subscriber_user_age,Subscriber_user_age_group,Region,City,Subscriber_registration_date_ID,Subscriber_expiry_date_Foreign_ID
ee54ffec-55cf-414f-b2fa-645411ffa771,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
ba159870-65a0-45b1-9e5d-312387fd50b6,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
1149cc43-6d4d-4ae2-9446-95c984a72bed,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
19388933-ef74-4427-92e4-f2c1b0e1c1de,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
ec107376-9430-455d-b35e-b983b058e3ad,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
1b24bac4-2e8c-498f-a0e6-8a49fa3dad5c,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
b787137d-5a1a-4a90-bfb2-b57f2f826533,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
592ff16c-34d9-4cbf-aa99-c9f0eceeb471,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
7ce31e24-7760-4726-b66e-6897778ffb54,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
bd638bb6-4d4b-4914-a32a-c223d2079ce7,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
f12a85b4-52a6-44b1-b2d4-22a1ccb4baa5,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
2cf29117-7501-4739-b716-521f4f45a67a,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
a91f1c9e-5e0c-4457-b1da-3783f3e0b9d6,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
f61d4c74-2598-40e5-a078-e5752cceb05e,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
47005fd2-0143-4db5-80ea-2262d656f531,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
4da671a9-93ae-41ac-b715-ca24391ed714,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
9ee3cb7a-6564-48ff-b9d6-abcd0d9c804d,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
11aa066b-0bff-41ed-a7a4-a9881af54a52,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
8476331b-4921-4467-954e-0bb4e611823f,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
13b1d3d7-53ab-442c-adfe-7a8aab92a34f,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
171798f8-c899-4b7a-b9f0-c7e54bddb500,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
f35bbfea-5b56-480a-8c47-4478486a2891,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
4f20d9f8-e6a3-4744-b8a9-257a107f518f,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
6281dcf6-a57e-43a5-abb3-9d817dc03b94,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
2132b92c-15ad-476a-87a6-e7076f75c8cf,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
a2bf8dd2-2de6-41a5-91f2-fd4a53c38464,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
bba8f336-dceb-49d2-b809-51649ba953ae,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
61ae6a77-0db2-444e-8f9f-16242d62d6bb,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
da90546b-e412-4171-832c-2ba0b3e8a539,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
0f30ba4b-abae-4dc9-b1dc-fd58671f7b0c,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
7b1e6abd-0c25-4fed-a4af-d615e73f5b6b,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
639ec45c-cb35-408c-bdd2-61d499bcbc2b,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
36666c3e-2b93-4532-81c4-2b3b5e516c98,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
e868ac5b-c4e9-4b22-ba74-e3b88ba5cd50,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
98a8277c-3e23-444c-bad6-8898a4dddfd8,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
e9c4dd56-b800-4769-b90b-e2ccad8b405f,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
0b7ac14f-034d-4084-bd85-6bde0d1ee470,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
0daee7a2-ad3c-4e7b-b9d6-c5f09e70834d,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
dece302f-4f78-421a-bb32-1d94d044f437,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
8200563f-758e-4654-8f7a-6b29ffe85a60,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
3d2a09fe-d02e-4141-913d-584ced5db487,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
4b1616e1-a1fc-4697-aee6-06e64c3fe263,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
d92a1d83-9423-4c52-b2a5-4abec8b51bff,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
2c4e592b-fad6-46a5-933a-b14b9631c4c2,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
6fa5dd9e-1b07-4b1d-a776-c6879ae99905,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
dfad3f1a-9e13-453b-bf3c-e95279ce5706,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
a5a0e677-cb96-4438-b42b-33e9811b77a1,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
d85bf086-8d34-49a8-9bbb-ecf0b9ec3bc6,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
5905bcb1-45f0-42f0-8418-33c92f40b3a7,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
7b77a464-efdf-4e12-b8d0-f7fef6e68e72,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
32223596-9638-4ebb-9850-b20fffd9de22,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
7f235b8d-46cb-4448-9d27-bc1ea7f11c43,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
a217f837-05a1-47ed-be81-7a5da09148e0,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
bef61165-6bba-45e4-b442-d6c692731296,dummy_Subscriber_name,dummy_Subscriber_phone,dummy_Subscriber_email,dummy_Subscriber_address,dummy_Subscriber_type,dummy_Subscriber_registration_date,dummy_Subscriber_network_name,dummy_Subscriber_network_ID,dummy_Subscriber_expiry_date,dummy_Associated_NID_NUM,dummy_Subscriber_user_gender,0,dummy_Subscriber_user_age_group,dummy_Region,dummy_City,dummy_Subscriber_registration_date_ID,dummy_Subscriber_expiry_date_Foreign_ID
